9615	1.9768315344166374E-6	23745
9616	1.9768315344166374E-6	2644
9617	1.9768315344166374E-6	369
9618	1.9768315344166374E-6	369
9619	1.9768315344166374E-6	590
962	1.9768315344166374E-6	4231
9620	1.9768315344166374E-6	369
9621	1.9768315344166374E-6	2017
9622	6.513659905902821E-6	1720
9623	1.9768315344166374E-6	47269
9624	5.0853991222868E-6	725
9625	1.9768315344166374E-6	438
9626	3.657138338670779E-6	369
9627	3.657138338670779E-6	369
9628	4.497043216008381E-5	10449
9629	1.9489829201755425E-5	1619
963	1.9768315344166374E-6	450
9630	1.9768315344166374E-6	36524
9631	3.657138338670779E-6	370
9632	1.9768315344166374E-6	2710
9633	3.657138338670779E-6	2220
9634	1.9768315344166374E-6	2227
9635	1.0378365555687345E-5	699
9636	5.3374451429249214E-6	15457
9637	1.9768315344166374E-6	766
9638	1.2761664888444934E-4	440
9639	2.8105602340568536E-5	370
964	1.9768315344166374E-6	2512
9640	1.2199320663423558E-5
9641	1.1223711342596026E-4	6878
9642	3.184575367320009E-5	42098
9643	1.9768315344166374E-6	370
9644	1.9768315344166374E-6	370
9645	5.3374451429249214E-6	4339
9646	1.634345471078955E-5	10442
9647	1.9768315344166374E-6	1516
9648	1.9768315344166374E-6	9645
9649	3.657138338670779E-6	107
965	3.845482198632033E-5	16253
9650	1.9768315344166374E-6	370
9651	1.0378365555687345E-5	499
9652	1.6381261613885264E-5	9412
9653	1.9768315344166374E-6	370
9654	1.850013596882004E-4	1323
9655	1.9768315344166374E-6	2059
9656	3.657138338670779E-6	4627
9657	1.9768315344166374E-6	694
9658	1.9768315344166374E-6	372
9659	1.9768315344166374E-6	1304
966	1.659550073142767E-5	11296
9660	5.3374451429249214E-6	25019
9661	1.9768315344166374E-6	4969
9662	1.9768315344166374E-6	9033
9663	1.9768315344166374E-6	372
9664	1.2199320663423558E-5
9665	7.017751947179063E-6	47353
9666	5.3374451429249214E-6	1283
9667	1.2886017732239324E-5
9668	4.587004405755742E-5	47361
9669	1.9768315344166374E-6	373
967	1.9768315344166374E-6	3172
9670	5.3374451429249214E-6	373
9671	1.9768315344166374E-6	2790
9672	1.2199320663423558E-5
9673	1.9768315344166374E-6	71382
9674	1.9768315344166374E-6	6653
9675	5.0853991222868E-6	2059
9676	1.9768315344166374E-6	1601
9677	1.9768315344166374E-6	373
9678	1.9768315344166374E-6	373
9679	1.9768315344166374E-6	373
968	3.657138338670779E-6	728
9680	1.9768315344166374E-6	373
9681	1.9768315344166374E-6	737
9682	7.017751947179063E-6	836
9683	1.9768315344166374E-6	374
9684	1.9768315344166374E-6	374
9685	1.9768315344166374E-6	374
9686	8.698058751433205E-6	13710
9687	1.9768315344166374E-6	28971
9688	1.9768315344166374E-6	374
9689	1.9768315344166374E-6	374
969	6.416903710435571E-5	8653
9690	1.9768315344166374E-6	1021
9691	3.657138338670779E-6	1029
9692	1.9768315344166374E-6	71400
9693	1.3234887122919387E-5	849
9694	1.9768315344166374E-6	10498
9695	1.9768315344166374E-6	374
9696	3.657138338670779E-6	776
9697	1.9768315344166374E-6	47383
9698	1.9768315344166374E-6	374
9699	1.9768315344166374E-6	374
97	1.659550073142767E-5	50
970	2.6463102439410115E-5	37
9700	1.9768315344166374E-6	374
9701	1.9768315344166374E-6	374
9702	1.9768315344166374E-6	17447
9703	2.2593484059634412E-5	47385
9704	5.3374451429249214E-6	1712
9705	1.9768315344166374E-6	374
9706	1.9768315344166374E-6	374
9707	1.9768315344166374E-6	2444
9708	1.9768315344166374E-6	374
9709	1.9768315344166374E-6	374
971	3.404107608824576E-5	16311
9710	1.9768315344166374E-6	374
9711	1.9768315344166374E-6	374
9712	1.9768315344166374E-6	374
9713	3.657138338670779E-6	27
9714	1.9768315344166374E-6	849
9715	9.874273514411102E-6	4416
9716	3.657138338670779E-6	374
9717	1.9768315344166374E-6	2115
9718	1.9768315344166374E-6	2939
9719	3.657138338670779E-6	5431
972	3.307118934833748E-5	1411
9720	5.068452233572531E-5	5691
9721	3.657138338670779E-6	2006
9722	1.9768315344166374E-6	375
9723	1.9768315344166374E-6	2327
9724	1.9768315344166374E-6	375
9725	1.9768315344166374E-6	1075
9726	1.2199320663423558E-5	47401
9727	1.9768315344166374E-6	22773
9728	1.9768315344166374E-6	376
9729	1.9768315344166374E-6	3601
973	1.8838552313965094E-4	16360
9730	1.9768315344166374E-6	450
9731	5.0853991222868E-6	6141
9732	6.7657059265409415E-6	725
9733	1.9768315344166374E-6	376
9734	1.9768315344166374E-6	47408
9735	5.0853991222868E-6	9749
9736	1.9768315344166374E-6	18
9737	1.9768315344166374E-6	44351
9738	1.1806626339303368E-5	5209
9739	1.2058672359941488E-5	47422
974	2.502460034114725E-4	127
9740	4.539721958644684E-5	31287
9741	1.9768315344166374E-6	376
9742	1.9768315344166374E-6	376
9743	1.5662930455066622E-5	2644
9744	1.9768315344166374E-6	376
9745	5.3374451429249214E-6	33819
9746	4.1791701261218514E-5	9740
9747	1.9768315344166374E-6	3403
9748	1.9768315344166374E-6	376
9749	6.299420788360417E-6	27691
975	4.40586451785079E-5	12
9750	3.657138338670779E-6	1025
9751	7.94192068951884E-6	2997
9752	1.9768315344166374E-6	47452
9753	6.017874329984224E-5	377
9754	1.9768315344166374E-6	3388
9755	1.0622010042304198E-5	9503
9756	1.9768315344166374E-6	637
9757	1.9768315344166374E-6	378
9758	1.9768315344166374E-6	3505
9759	8.193966710156963E-6	2381
976	3.284518671437109E-4	14
9760	1.9768315344166374E-6	378
9761	1.7160611161362534E-5	47457
9762	3.657138338670779E-6	128
9763	1.9768315344166374E-6	47461
9764	5.3374451429249214E-6	4116
9765	1.9768315344166374E-6	1164
9766	6.7657059265409415E-6	1304
9767	3.657138338670779E-6	378
9768	5.3374451429249214E-6	47470
9769	7.017751947179063E-6	446
977	1.9768315344166374E-6	1009
9770	1.2199320663423558E-5
9771	1.9768315344166374E-6	18152
9772	1.9768315344166374E-6	3428
9773	1.9768315344166374E-6	3785
9774	1.9768315344166374E-6	2215
9775	1.9768315344166374E-6	71382
9776	5.0702856406123355E-5	850
9777	3.657138338670779E-6	381
9778	1.9768315344166374E-6	381
9779	1.9768315344166374E-6	381
978	5.3349502579765165E-5	9720
9780	3.657138338670779E-6	381
9781	3.657138338670779E-6	47476
9782	8.193966710156963E-6	634
9783	1.9768315344166374E-6	381
9784	5.3374451429249214E-6	1713
9785	1.9768315344166374E-6	765
9786	1.9768315344166374E-6	6132
9787	1.9768315344166374E-6	1712
9788	1.9768315344166374E-6	1401
9789	1.9768315344166374E-6	850
979	2.331672794844423E-5	30
9790	1.9768315344166374E-6	2364
9791	6.738739351708972E-5	2338
9792	1.9768315344166374E-6	46
9793	7.017751947179063E-6	381
9794	3.9107201103072E-5	9248
9795	1.9768315344166374E-6	389
9796	1.9768315344166374E-6	383
9797	1.9768315344166374E-6	47485
9798	3.657138338670779E-6	2654
9799	1.9768315344166374E-6	383
98	7.017751947179063E-6	386
980	1.058420313920848E-5	2478
9800	1.9768315344166374E-6	5658
9801	1.9768315344166374E-6	9798
9802	1.9768315344166374E-6	11459
9803	1.9768315344166374E-6	383
9804	1.9768315344166374E-6	2735
9805	1.9768315344166374E-6	384
9806	1.9768315344166374E-6	384
9807	1.9768315344166374E-6	16094
9808	1.9768315344166374E-6	792
9809	1.2199320663423558E-5
981	2.3346133317518683E-5	2305
9810	5.0853991222868E-6	3917
9811	1.9768315344166374E-6	382
9812	1.9768315344166374E-6	5617
9813	8.698058751433205E-6	1906
9814	1.9768315344166374E-6	295
9815	1.9768315344166374E-6	5094
9816	1.9768315344166374E-6	2643
9817	1.9768315344166374E-6	2728
9818	1.9768315344166374E-6	2704
9819	1.9768315344166374E-6	4962
982	1.2982841102281264E-5	5865
9820	5.3374451429249214E-6	385
9821	7.979727592614558E-6	780
9822	1.9768315344166374E-6	12541
9823	1.9768315344166374E-6	4267
9824	1.9768315344166374E-6	9412
9825	5.0853991222868E-6	385
9826	1.9768315344166374E-6	10643
9827	1.0369964021666075E-5	10643
9828	1.9768315344166374E-6	624
9829	1.9768315344166374E-6	5139
983	7.94192068951884E-6	155
9830	1.54108844344285E-5	104
9831	3.657138338670779E-6	3894
9832	1.9768315344166374E-6	386
9833	1.9768315344166374E-6	386
9834	1.9768315344166374E-6	47508
9835	1.9768315344166374E-6	3112
9836	1.9768315344166374E-6	387
9837	1.9768315344166374E-6	387
9838	1.9768315344166374E-6	387
9839	3.657138338670779E-6	8977
984	2.2812635907167992E-5	3946
9840	1.2199320663423558E-5
9841	1.715273247538845E-5	3035
9842	1.9768315344166374E-6	975
9843	1.9768315344166374E-6	2636
9844	1.9768315344166374E-6	13842
9845	5.2654620627495747E-5	849
9846	1.7099592772703908E-5	2865
9847	1.2199320663423558E-5
9848	2.4476139643379587E-5	2062
9849	1.9768315344166374E-6	9850
985	6.989609211446215E-5	16478
9850	9.318693882694817E-5	2243
9851	1.9768315344166374E-6	388
9852	1.9768315344166374E-6	1340
9853	1.9768315344166374E-6	388
9854	1.9768315344166374E-6	2867
9855	1.9768315344166374E-6	388
9856	1.9768315344166374E-6	388
9857	1.9768315344166374E-6	388
9858	1.9768315344166374E-6	2946
9859	1.9768315344166374E-6	14712
986	3.657138338670779E-6	1401
9860	1.9768315344166374E-6	388
9861	1.9768315344166374E-6	688
9862	2.902977108290832E-5	13207
9863	1.9768315344166374E-6	4416
9864	1.9768315344166374E-6	923
9865	1.9768315344166374E-6	389
9866	1.9768315344166374E-6	389
9867	1.9768315344166374E-6	1434
9868	1.9768315344166374E-6	9776
9869	1.3057691999443266E-5	47536
987	2.5921203495038154E-5	2061
9870	3.657138338670779E-6	3827
9871	1.9768315344166374E-6	389
9872	1.9768315344166374E-6	389
9873	1.9768315344166374E-6	47537
9874	8.446012730795083E-6	12798
9875	1.9768315344166374E-6	389
9876	1.9768315344166374E-6	389
9877	1.9768315344166374E-6	389
9878	1.9768315344166374E-6	389
9879	1.9768315344166374E-6	13077
988	0.001469760288213377	138
9880	1.9768315344166374E-6	389
9881	5.0853991222868E-6	7505
9882	1.9768315344166374E-6	8189
9883	5.3374451429249214E-6	390
9884	1.9768315344166374E-6	390
9885	1.9768315344166374E-6	390
9886	1.9768315344166374E-6	390
9887	5.3374451429249214E-6	390
9888	1.9768315344166374E-6	699
9889	1.9768315344166374E-6	390
989	0.0016270714995580856	8647
9890	1.9768315344166374E-6	390
9891	1.9768315344166374E-6	30236
9892	1.9768315344166374E-6	7632
9893	1.9768315344166374E-6	390
9894	1.9768315344166374E-6	390
9895	1.9768315344166374E-6	5675
9896	1.9768315344166374E-6	1181
9897	1.9768315344166374E-6	14332
9898	5.3374451429249214E-6	4118
9899	1.9768315344166374E-6	390
99	3.7425001252844116E-5	5645
990	1.0126319535049225E-5	16515
9900	1.9768315344166374E-6	390
9901	1.9768315344166374E-6	390
9902	1.9768315344166374E-6	1642
9903	1.9768315344166374E-6	390
9904	1.9768315344166374E-6	390
9905	1.9768315344166374E-6	390
9906	1.9768315344166374E-6	390
9907	1.9768315344166374E-6	390
9908	1.9768315344166374E-6	390
9909	1.9768315344166374E-6	22795
991	1.0378365555687345E-5	71399
9910	3.657138338670779E-6	390
9911	1.9768315344166374E-6	390
9912	1.9768315344166374E-6	4041
9913	1.9768315344166374E-6	408
9914	1.9768315344166374E-6	390
9915	1.9768315344166374E-6	390
9916	1.9768315344166374E-6	390
9917	1.9768315344166374E-6	390
9918	1.9768315344166374E-6	390
9919	1.9768315344166374E-6	390
992	1.9768315344166374E-6	2904
9920	1.9768315344166374E-6	390
9921	1.9768315344166374E-6	763
9922	1.9768315344166374E-6	390
9923	1.9768315344166374E-6	390
9924	1.9768315344166374E-6	390
9925	1.9768315344166374E-6	390
9926	1.9768315344166374E-6	390
9927	1.9768315344166374E-6	390
9928	1.9768315344166374E-6	390
9929	1.9768315344166374E-6	3428
993	7.868836115723718E-5	64
9930	1.9768315344166374E-6	390
9931	1.9768315344166374E-6	390
9932	1.9768315344166374E-6	6946
9933	1.9768315344166374E-6	390
9934	1.9768315344166374E-6	390
9935	1.9768315344166374E-6	390
9936	1.9768315344166374E-6	1218
9937	1.9768315344166374E-6	390
9938	1.9768315344166374E-6	390
9939	1.9768315344166374E-6	390
994	3.0290001186098918E-5	1
9940	1.9768315344166374E-6	390
9941	1.9768315344166374E-6	390
9942	1.9768315344166374E-6	390
9943	5.0853991222868E-6	13977
9944	1.9768315344166374E-6	699
9945	1.9768315344166374E-6	47559
9946	1.9768315344166374E-6	390
9947	1.9768315344166374E-6	390
9948	1.9768315344166374E-6	47560
9949	1.9768315344166374E-6	390
995	2.7871945941677664E-5	16568
9950	1.9768315344166374E-6	390
9951	1.9768315344166374E-6	390
9952	1.9768315344166374E-6	3388
9953	1.9768315344166374E-6	4025
9954	1.9768315344166374E-6	390
9955	1.9768315344166374E-6	5630
9956	1.9768315344166374E-6	390
9957	5.3374451429249214E-6	390
9958	1.9768315344166374E-6	390
9959	1.9768315344166374E-6	390
996	2.173576928399162E-5	12
9960	1.9768315344166374E-6	952
9961	1.9768315344166374E-6	390
9962	1.9768315344166374E-6	390
9963	1.9768315344166374E-6	390
9964	1.9768315344166374E-6	390
9965	2.3451855395654116E-5	47566
9966	1.9768315344166374E-6	390
9967	1.516723994781165E-5	30726
9968	1.9768315344166374E-6	5117
9969	1.9768315344166374E-6	390
997	9.676839935950661E-5	3392
9970	1.9768315344166374E-6	390
9971	3.657138338670779E-6	28962
9972	3.657138338670779E-6	390
9973	1.9768315344166374E-6	390
9974	3.603623037994702E-5	390
9975	3.657138338670779E-6	390
9976	3.657138338670779E-6	843
9977	1.9768315344166374E-6	390
9978	3.657138338670779E-6	390
9979	1.814721636330726E-5	20124
998	3.171826196971494E-5	1776
9980	1.9768315344166374E-6	390
9981	1.9768315344166374E-6	13408
9982	1.9768315344166374E-6	2237
9983	8.698058751433205E-6	47589
9984	1.9768315344166374E-6	392
9985	5.0853991222868E-6	4282
9986	1.9768315344166374E-6	393
9987	1.9768315344166374E-6	394
9988	1.9768315344166374E-6	394
9989	1.9768315344166374E-6	2035
999	5.740770926738087E-4	16634
9990	5.3374451429249214E-6	1619
9991	1.9768315344166374E-6	9993
9992	1.9768315344166374E-6	47603
9993	3.657138338670779E-6	394
9994	1.516723994781165E-5	23836
9995	3.657138338670779E-6	1516
9996	1.9768315344166374E-6	47603
9997	4.8759093425058324E-5	2101
9998	5.3374451429249214E-6	7843
9999	5.0853991222868E-6	46292
[cloudera@quickstart ~]$ hdfs dfs -get out52/15/part-r-00000 /home/cloudera/Desktop/exo52/all_page_rank.txt
[cloudera@quickstart ~]$ 
